thoi_gian,gia,gia_mua,gia_ban,khoi_luong_24h,high24h,low24h,instId,best_purchase_price,best_sale_price
2025-05-29T06:16:38.472758,107906.5,107906.5,107906.6,,109234.5,106745.9,BTCUSDT,10.8322,15.4036
2025-05-29T06:16:38.475040,172.059,172.059,172.06,,177.38,168.797,SOLUSDT,1303.5,594.4
2025-05-29T06:16:38.830045,2677.06,2677.06,2677.07,,2688.63,2608,ETHUSDT,496.37,338.63
2025-05-29T06:16:38.831390,107906.6,107906.5,107906.6,,109234.5,106745.9,BTCUSDT,10.8322,14.7036
2025-05-29T06:16:38.831390,172.059,172.054,172.059,,177.38,168.797,SOLUSDT,160.3,20
2025-05-29T06:16:39.133380,107906.5,107906.5,107906.6,,109234.5,106745.9,BTCUSDT,8.2912,17.3994
2025-05-29T06:16:39.133380,2677.07,2677.05,2677.07,,2688.63,2608,ETHUSDT,1.72,468.55
2025-05-29T06:16:39.143052,172.054,172.025,172.035,,177.38,168.797,SOLUSDT,58.1,484.9
2025-05-29T06:16:39.648514,107906.3,107906.3,107906.4,,109234.5,106745.9,BTCUSDT,9.3523,12.2563
2025-05-29T06:16:39.649030,172.054,172.029,172.03,,177.38,168.797,SOLUSDT,293.5,332.9
2025-05-29T06:16:39.649030,2677.05,2677.05,2677.07,,2688.63,2608,ETHUSDT,7.56,331.23
2025-05-29T06:16:40.006028,107906.3,107906.3,107906.4,,109234.5,106745.9,BTCUSDT,12.8223,17.5208
2025-05-29T06:16:40.008664,172.029,172.029,172.03,,177.38,168.797,SOLUSDT,456.9,836.6
2025-05-29T06:16:40.008664,2677.06,2677.06,2677.07,,2688.63,2608,ETHUSDT,221.75,331.23
2025-05-29T06:16:40.283272,107906.3,107906.3,107906.4,,109234.5,106745.9,BTCUSDT,13.8507,17.5208
2025-05-29T06:16:40.283272,172.029,172.029,172.03,,177.38,168.797,SOLUSDT,1386.5,529.3
2025-05-29T06:16:40.283272,2677.06,2677.06,2677.07,,2688.63,2608,ETHUSDT,539.92,331.2
2025-05-29T06:16:40.597308,2677.07,2677.06,2677.07,,2688.63,2608,ETHUSDT,621.4,327.54
2025-05-29T06:16:40.601754,107906.3,107906.3,107906.4,,109234.5,106745.9,BTCUSDT,19.2652,12.9633
2025-05-29T06:16:40.601754,172.03,172.029,172.03,,177.38,168.797,SOLUSDT,1599.7,146.7
2025-05-29T06:16:40.965329,107906.3,107906.3,107906.4,,109234.5,106745.9,BTCUSDT,19.1768,8.2333
2025-05-29T06:16:40.965329,172.03,172.029,172.03,,177.38,168.797,SOLUSDT,1912.7,143.1
2025-05-29T06:16:40.965329,2677.06,2677.06,2677.07,,2688.63,2608,ETHUSDT,621.4,327.54
2025-05-29T06:16:41.299508,2677.07,2677.06,2677.07,,2688.63,2608,ETHUSDT,621.4,324.23
2025-05-29T06:16:41.299508,107906.4,107906.3,107906.4,,109234.5,106745.9,BTCUSDT,19.7326,16.6941
2025-05-29T06:16:41.299508,172.03,172.049,172.05,,177.38,168.797,SOLUSDT,258,208.3
2025-05-29T06:17:30.825040,2671.67,2671.7,2671.71,,2688.63,2608,ETHUSDT,2.5,118.87
2025-05-29T06:17:30.825040,107792.4,107792.4,107792.5,,109234.5,106745.9,BTCUSDT,33.1046,0.6007
2025-05-29T06:17:30.829165,171.919,171.925,171.926,,177.38,168.797,SOLUSDT,1446.4,93.2
2025-05-29T06:17:31.126234,2671.7,2671.7,2671.71,,2688.63,2608,ETHUSDT,0.5,173.24
2025-05-29T06:17:31.126234,107792.5,107792.4,107792.5,,109234.5,106745.9,BTCUSDT,32.7845,0.5989
2025-05-29T06:17:31.126234,171.919,171.925,171.926,,177.38,168.797,SOLUSDT,1446.4,93.2
2025-05-29T06:17:31.426733,107792.5,107792.4,107792.5,,109234.5,106745.9,BTCUSDT,32.7845,0.5989
2025-05-29T06:17:31.426733,171.919,171.925,171.926,,177.38,168.797,SOLUSDT,1446.4,93.2
2025-05-29T06:17:31.426733,2671.7,2671.7,2671.71,,2688.63,2608,ETHUSDT,0.5,173.24
2025-05-29T06:17:31.743498,2671.7,2671.7,2671.71,,2688.63,2608,ETHUSDT,0.5,112.16
2025-05-29T06:17:31.743498,107792.5,107792.4,107792.5,,109234.5,106745.9,BTCUSDT,31.325,0.5967
2025-05-29T06:17:31.743498,171.919,171.925,171.926,,177.38,168.797,SOLUSDT,1496,66.1
2025-05-29T06:17:32.169481,107800.1,107804,107804.1,,109234.5,106745.9,BTCUSDT,12.0552,0.0095
2025-05-29T06:17:32.170548,2671.77,2671.99,2672,,2688.63,2608,ETHUSDT,139.22,1.74
2025-05-29T06:17:32.172084,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,3473.8,1554.9
2025-05-29T06:17:33.122202,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,45.7446,5.4943
2025-05-29T06:17:33.122202,2672.8,2672.8,2672.81,,2688.63,2608,ETHUSDT,135.91,3.01
2025-05-29T06:17:33.138217,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5237.5,260
2025-05-29T06:17:33.421451,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,49.8046,5.738
2025-05-29T06:17:33.431701,2672.8,2672.8,2672.81,,2688.63,2608,ETHUSDT,212.94,12.23
2025-05-29T06:17:33.433547,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5237.5,193
2025-05-29T06:17:33.750894,2672.81,2672.8,2672.81,,2688.63,2608,ETHUSDT,267.22,1.79
2025-05-29T06:17:33.768034,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,49.6378,5.4409
2025-05-29T06:17:33.768034,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5244.9,177.3
2025-05-29T06:17:34.082447,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5244.9,176.7
2025-05-29T06:17:34.082447,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,49.5378,4.2754
2025-05-29T06:17:34.082447,2672.85,2672.85,2672.86,,2688.63,2608,ETHUSDT,131.59,9.57
2025-05-29T06:17:34.403523,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,49.5378,4.2754
2025-05-29T06:17:34.414487,2672.85,2672.85,2672.86,,2688.63,2608,ETHUSDT,131.59,9.57
2025-05-29T06:17:34.414487,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5244.9,176.7
2025-05-29T06:17:34.699409,107807.6,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,49.5063,6.7025
2025-05-29T06:17:34.715195,2672.89,2672.89,2672.9,,2688.63,2608,ETHUSDT,30.58,0.03
2025-05-29T06:17:34.715195,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5237.5,176.5
2025-05-29T06:17:35.100027,2672.66,2672.65,2672.72,,2688.63,2608,ETHUSDT,23.11,13.87
2025-05-29T06:17:35.100027,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,41.124,9.9096
2025-05-29T06:17:35.100027,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5150.7,176.5
2025-05-29T06:17:36.102924,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,30.6958,15.8
2025-05-29T06:17:36.102924,2672.65,2672.65,2672.66,,2688.63,2608,ETHUSDT,52.3,79.69
2025-05-29T06:17:36.102924,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5158.4,174.8
2025-05-29T06:17:36.458693,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,31.0177,12.8325
2025-05-29T06:17:36.458693,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5158.4,174.8
2025-05-29T06:17:36.458693,2672.65,2672.65,2672.66,,2688.63,2608,ETHUSDT,108.94,120.33
2025-05-29T06:17:36.828112,2672.25,2672.25,2672.32,,2688.63,2608,ETHUSDT,6.94,20.2
2025-05-29T06:17:36.829123,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,27.3075,17.402
2025-05-29T06:17:36.829123,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5056.8,176.6
2025-05-29T06:17:37.122115,2672.24,2672.17,2672.18,,2688.63,2608,ETHUSDT,58.66,23.28
2025-05-29T06:17:37.142108,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,29.1422,16.4121
2025-05-29T06:17:37.142108,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5051.1,174.8
2025-05-29T06:17:37.443970,107807.6,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,29.3872,16.2362
2025-05-29T06:17:37.446969,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5373.8,174.2
2025-05-29T06:17:37.446969,2672.18,2672.1,2672.11,,2688.63,2608,ETHUSDT,0.02,1.42
2025-05-29T06:17:37.785544,2672.04,2671.99,2672,,2688.63,2608,ETHUSDT,5.04,124.73
2025-05-29T06:17:37.786544,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5363.4,174.2
2025-05-29T06:17:37.787547,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,27.8285,17.0606
2025-05-29T06:17:38.210844,2671.98,2671.97,2671.98,,2688.63,2608,ETHUSDT,60.82,250.9
2025-05-29T06:17:38.211844,107807.7,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,27.8285,15.4031
2025-05-29T06:17:38.224551,171.928,171.927,171.928,,177.38,168.797,SOLUSDT,5363.4,174.2
2025-05-29T06:17:39.292103,2671.98,2671.97,2671.98,,2688.63,2608,ETHUSDT,28.09,307.94
2025-05-29T06:17:39.292103,107807.6,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,23.6667,19.6401
2025-05-29T06:17:39.300006,171.927,171.927,171.928,,177.38,168.797,SOLUSDT,5385.9,173.8
2025-05-29T06:17:40.087308,107807.6,107807.6,107807.7,,109234.5,106745.9,BTCUSDT,23.6199,19.638
2025-05-29T06:17:40.089318,2671.98,2671.97,2671.98,,2688.63,2608,ETHUSDT,9.5,309.57
2025-05-29T06:17:40.089318,171.927,171.927,171.928,,177.38,168.797,SOLUSDT,5356.9,173.8
