thoi_gian,gia,gia_mua,gia_ban,khoi_luong_24h
2025-05-26T09:07:17.392220,109489,109487.9,109488,
2025-05-26T09:07:17.684786,109488,109487.9,109488,
2025-05-26T09:07:18.030187,109487.9,109487.9,109488,
2025-05-26T09:07:18.346231,109488,109487.9,109488,
2025-05-26T09:07:18.662373,109488,109484.4,109484.5,
2025-05-26T09:07:19.130593,109484.5,109484.4,109484.5,
2025-05-26T09:07:20.302935,109484.5,109484.4,109484.5,
2025-05-26T09:07:20.664767,109484.5,109484.4,109484.5,
2025-05-26T09:07:20.971171,109484.5,109484.4,109484.5,
2025-05-26T09:07:21.282599,109484.4,109484.4,109484.5,
2025-05-26T09:07:21.602373,109484.4,109484.4,109484.5,
2025-05-26T09:07:21.992554,109484.4,109484.4,109484.5,
2025-05-26T09:07:22.198723,109484.5,109484.4,109484.5,
2025-05-26T09:07:22.633138,109484.5,109484.4,109484.5,
2025-05-26T09:07:23.775605,109484.4,109484.4,109484.5,
2025-05-26T09:07:24.963013,109484.5,109484.4,109484.5,
2025-05-26T09:07:25.258495,109484.5,109484.4,109484.5,
2025-05-26T09:07:25.569141,109484.4,109484.4,109484.5,
2025-05-26T09:07:26.083334,109484.4,109484.4,109484.5,
2025-05-26T09:07:26.412534,109484.4,109484.4,109484.5,
2025-05-26T09:07:26.693640,109484.4,109484.4,109484.5,
2025-05-26T09:07:27.015203,109484.4,109484.4,109484.5,
2025-05-26T09:07:27.422138,109484.4,109484.4,109484.5,
2025-05-26T09:07:27.669625,109484.5,109484.4,109484.5,
2025-05-26T09:07:27.977835,109466.6,109461.1,109463.4,
2025-05-26T09:07:28.370574,109459.7,109459.6,109459.7,
2025-05-26T09:07:28.693453,109459.7,109459.6,109459.7,
2025-05-26T09:07:29.053940,109459.7,109459.6,109459.7,
2025-05-26T09:07:29.471467,109459.7,109459.6,109459.7,
2025-05-26T09:07:30.086107,109459.7,109459.6,109459.7,
2025-05-26T09:07:30.341942,109459.7,109459.6,109459.7,
2025-05-26T09:07:30.693268,109459.7,109459.6,109459.7,
2025-05-26T09:07:31.015883,109459.7,109459.6,109459.7,
2025-05-26T09:07:31.309987,109459.6,109459.6,109459.7,
2025-05-26T09:07:31.619412,109454.6,109454.6,109454.7,
2025-05-26T09:07:32.035934,109454.6,109454.6,109454.7,
2025-05-26T09:07:32.333973,109454.6,109454.6,109454.7,
2025-05-26T09:07:32.687161,109454.6,109454.6,109454.7,
2025-05-26T09:07:33.583345,109454.7,109454.6,109454.7,
2025-05-26T09:07:33.876199,109454.6,109454.6,109454.7,
2025-05-26T09:07:34.275584,109454.6,109454.6,109454.7,
2025-05-26T09:07:34.628493,109454.6,109454.6,109454.7,
2025-05-26T09:07:34.941160,109454.6,109454.6,109454.7,
2025-05-26T09:07:35.316407,109454.6,109454.6,109454.7,
2025-05-26T09:07:35.809431,109454.6,109454.7,109454.8,
2025-05-26T09:07:37.049407,109470.6,109470.6,109470.7,
2025-05-26T09:07:37.292527,109459.9,109459.9,109461.2,
2025-05-26T09:07:37.668766,109460,109459.9,109460,
2025-05-26T09:07:37.965528,109461.1,109473.9,109474,
2025-05-26T09:07:38.285014,109461.1,109473.9,109474,
2025-05-26T09:07:39.192627,109490.2,109492,109492.4,
2025-05-26T09:07:39.634684,109490.2,109493.6,109493.7,
2025-05-26T09:07:39.934290,109490.2,109493.6,109493.7,
2025-05-26T09:07:40.237587,109516,109517.9,109521.3,
2025-05-26T09:07:40.843327,109516,109521.5,109521.6,
2025-05-26T09:07:41.266071,109521.6,109521.5,109521.6,
2025-05-26T09:07:41.567672,109513.9,109513.9,109514,
2025-05-26T09:07:41.876054,109514,109513.9,109514,
2025-05-26T09:07:42.171686,109513.9,109513.9,109514,
2025-05-26T09:07:42.480737,109513.9,109513.9,109514,
2025-05-26T09:07:42.834798,109513.9,109513.9,109514,
2025-05-26T09:07:43.189505,109513.9,109513.9,109514,
2025-05-26T09:07:43.516106,109514,109513.9,109514,
