ts,price,size,side,tradeId,instId,channel,type,ts_recv
1749565445893,4.233,7.8832,buy,1316338375972012251,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192726
1749565445077,4.232,7.9982,buy,1316338372549459969,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192728
1749565443608,4.232,6.3956,sell,1316338366388027395,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192729
1749565441636,4.232,8.1035,buy,1316338358116859905,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192731
1749565439816,4.231,3.5729,sell,1316338350483226625,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192732
1749565439202,4.232,10.6010,buy,1316338347907923969,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192734
1749565439140,4.232,8.5402,buy,1316338347647877211,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192736
1749565437621,4.229,6.5532,sell,1316338341276729437,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192737
1749565437108,4.229,4.6995,sell,1316338339125051393,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192739
1749565436090,4.229,8.5412,buy,1316338334855249925,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192741
1749565434321,4.228,10.8634,sell,1316338327435526200,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192743
1749565433706,4.228,6.5666,sell,1316338324856029185,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192744
1749565432790,4.227,8.6378,sell,1316338321014046724,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192746
1749565431675,4.227,9.1671,sell,1316338316337397818,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192747
1749565430708,4.227,1.5307,sell,1316338312281505804,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192748
1749565429994,4.227,4.6010,sell,1316338309286772740,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192750
1749565428478,4.229,11.1738,buy,1316338302928207873,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192752
1749565427609,4.229,7.6790,buy,1316338299283357706,DOTUSDT,trade,SPOT,2025-06-10T21:24:58.192753
1749565498377,22.01,59.7108,sell,1316338596105863168,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826635
1749565495083,22.02,1.8925,sell,1316338582289825796,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826656
1749565487545,22.01,0.2607,sell,1316338550673162241,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826659
1749565485125,22.01,0.2558,sell,1316338540522946561,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826662
1749565482692,22.01,0.2512,sell,1316338530318204928,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826664
1749565480141,22.00,0.2474,sell,1316338519618535449,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826667
1749565477641,22.01,0.4819,sell,1316338509132775535,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826669
1749565475184,22.01,1.8907,sell,1316338498827370496,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826672
1749565470258,22.01,41.0088,sell,1316338478166229114,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826674
1749565466733,22.00,33.4125,buy,1316338463381307402,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826677
1749565466683,22.00,194.4155,sell,1316338463171592341,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826679
1749565466603,22.00,129.8608,buy,1316338462836047873,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826681
1749565466599,22.00,14.4884,buy,1316338462819270665,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826684
1749565466599,22.00,12.8373,buy,1316338462819270663,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826686
1749565466599,22.00,0.5001,buy,1316338462819270661,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826688
1749565466599,22.00,33.4125,buy,1316338462819270659,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826691
1749565466446,21.99,0.4771,sell,1316338462177542267,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826693
1749565464014,21.99,0.4698,sell,1316338451976994891,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826695
1749565461579,21.99,0.9163,sell,1316338441763864579,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826698
1749565458998,21.99,3.6015,sell,1316338430938365953,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826700
1749565456000,21.99,1.0266,sell,1316338418363842562,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826702
1749565455122,22.00,40.3165,buy,1316338414681243649,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826705
1749565453596,21.99,1.0122,sell,1316338408280735745,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826707
1749565451221,21.98,0.9978,sell,1316338398319263749,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826709
1749565448735,21.99,0.9804,sell,1316338387892224001,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826712
1749565446215,21.99,0.9654,sell,1316338377322577922,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826714
1749565443657,21.99,1.8827,sell,1316338366593548306,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826716
1749565442297,21.99,141.9366,buy,1316338360889294862,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826729
1749565442297,21.99,0.6044,buy,1316338360889294860,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826733
1749565442297,21.99,12.4220,buy,1316338360889294858,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826735
1749565442292,21.99,20.9905,buy,1316338360868323330,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826738
1749565441114,21.98,7.3817,sell,1316338355927433219,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826740
1749565439570,21.98,0.6891,buy,1316338349451427841,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826742
1749565437067,21.98,10.8275,buy,1316338338953084929,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826745
1749565434850,21.97,13.3832,buy,1316338329654312961,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826747
1749565431792,21.96,3.4666,buy,1316338316828131329,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826750
1749565431325,21.96,17.9903,sell,1316338314869391362,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826752
1749565429259,21.96,15.7754,sell,1316338306203959299,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826754
1749565427792,21.96,18.3134,sell,1316338300050915330,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826756
1749565427614,21.96,0.6503,sell,1316338299304329217,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826759
1749565422468,21.97,10.7620,sell,1316338277720440839,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826761
1749565422468,21.97,3.9380,sell,1316338277720440837,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826871
1749565421404,21.98,8.8981,buy,1316338273257701377,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826895
1749565417677,21.98,18.7000,buy,1316338257625530370,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826899
1749565417555,21.98,0.2285,buy,1316338257113825282,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826902
1749565413096,21.97,12.3266,sell,1316338238411423745,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826906
1749565411562,21.97,116.0620,sell,1316338231977361543,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826908
1749565411509,21.97,69.4771,buy,1316338231755063303,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826911
1749565411509,21.97,1.0268,buy,1316338231755063301,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826914
1749565411509,21.97,33.4125,buy,1316338231755063299,AVAXUSDT,trade,SPOT,2025-06-10T21:24:59.826916
1749565501027,0.6985,66.796,sell,1316338607220772971,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415888
1749565500917,0.6985,73.535,sell,1316338606759399425,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415902
1749565500857,0.6986,3321.493,buy,1316338606507741185,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415905
1749565500508,0.6986,8.597,buy,1316338605043929089,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415907
1749565500297,0.6985,43.866,sell,1316338604158930946,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415909
1749565500188,0.6985,46.886,sell,1316338603701751809,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415911
1749565499826,0.6985,57.734,sell,1316338602183413764,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415912
1749565499515,0.6986,39.540,buy,1316338600878985217,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415914
1749565499403,0.6986,53.427,buy,1316338600409223221,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415916
1749565498790,0.6986,72.003,buy,1316338597838114818,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415917
1749565498261,0.6986,27.390,buy,1316338595619328001,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415919
1749565497948,0.6986,60.122,buy,1316338594306510871,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415921
1749565497788,0.6986,53.586,buy,1316338593635422210,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415922
1749565497530,0.6986,46.953,buy,1316338592553291777,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415924
1749565497169,0.6985,19.127,sell,1316338591039148033,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415926
1749565496655,0.6986,43.108,buy,1316338588883275777,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415927
1749565496547,0.6985,70.725,sell,1316338588430290945,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415929
1749565496186,0.6986,73.956,buy,1316338586916147201,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415931
1749565495828,0.6986,56.502,buy,1316338585414586369,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415933
1749565495617,0.6986,64.902,buy,1316338584529588225,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415934
1749565495359,0.6985,46.230,sell,1316338583447457795,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415936
1749565494859,0.6985,68.836,sell,1316338581350305793,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415937
1749565494648,0.6985,83.138,sell,1316338580465307809,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415939
1749565494492,0.6985,44.588,sell,1316338579810996226,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415941
1749565494231,0.6986,65.909,buy,1316338578716282881,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415942
1749565494120,0.6986,51.539,buy,1316338578250715183,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415944
1749565493606,0.6986,47.491,buy,1316338576094842882,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415946
1749565493395,0.6986,43.365,buy,1316338575209844738,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415947
1749565493033,0.6985,62.844,sell,1316338573691506689,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415949
1749565492625,0.6986,47.141,buy,1316338571980230715,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415950
1749565492364,0.6985,47.919,sell,1316338570885517316,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415952
1749565491801,0.6984,43.700,sell,1316338568524124161,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415954
1749565491441,0.6985,32.127,buy,1316338567014174757,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415955
1749565490980,0.6985,74.469,buy,1316338565080600746,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415957
1749565490369,0.6985,47.423,buy,1316338562517880833,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415959
1749565489860,0.6984,49.160,sell,1316338560382980097,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415960
1749565489699,0.6984,90.782,sell,1316338559707697154,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415962
1749565489238,0.6985,77.475,buy,1316338557774123010,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415964
1749565488876,0.6985,36.401,buy,1316338556255784961,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415965
1749565488619,0.6984,65.671,sell,1316338555177848834,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415967
1749565488407,0.6984,72.803,sell,1316338554288656386,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415969
1749565487847,0.6985,54.936,buy,1316338551939846215,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415971
1749565487229,0.6985,68.474,buy,1316338549347766281,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415973
1749565486822,0.6984,43.730,buy,1316338547640684546,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415975
1749565486261,0.6984,106.828,buy,1316338545287680001,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415976
1749565486004,0.6983,67.804,sell,1316338544209743873,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415978
1749565485343,0.6984,27.459,buy,1316338541437308930,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415979
1749565485182,0.6983,62.066,sell,1316338540762025993,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415981
1749565484720,0.6984,52.575,buy,1316338538824257537,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415983
1749565484310,0.6983,63.134,sell,1316338537104592897,ADAUSDT,trade,SPOT,2025-06-10T21:25:01.415984
