symbol,channel,type,timestamp_received,timestamp_start,open,high,low,close,volume_base,volume_quote,price_change,price_change_pct,price_range,price_range_pct,candle_type,timeframe
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183850,2025-06-08 22:40:00,21.14,21.18,21.14,21.17,1508.5962,31909.033693,0.030000000000001137,0.14191106906339232,0.03999999999999915,0.18921475875117855,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183852,2025-06-08 22:45:00,21.17,21.19,21.13,21.16,850.8415,18001.621773,-0.010000000000001563,-0.04723665564478773,0.060000000000002274,0.2834199338686928,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183854,2025-06-08 22:50:00,21.16,21.16,21.13,21.15,780.1788,16502.726534,-0.010000000000001563,-0.04725897920605653,0.030000000000001137,0.14177693761815283,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183856,2025-06-08 22:55:00,21.15,21.17,21.13,21.16,757.214,16020.551271,0.010000000000001563,0.04728132387707595,0.0400000000000027,0.18912529550828702,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183859,2025-06-08 23:00:00,21.16,21.17,21.11,21.16,885.8217,18726.0312,0.0,0.0,0.060000000000002274,0.28355387523630565,doji,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183861,2025-06-08 23:05:00,21.16,21.19,21.13,21.14,619.7234,13107.776891,-0.019999999999999574,-0.09451795841209629,0.060000000000002274,0.28355387523630565,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183863,2025-06-08 23:10:00,21.14,21.16,21.1,21.16,380.3324,8034.343714,0.019999999999999574,0.09460737937558927,0.05999999999999872,0.2838221381267678,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183865,2025-06-08 23:15:00,21.16,21.2,21.13,21.19,941.1894,19918.251829,0.030000000000001137,0.14177693761815283,0.07000000000000028,0.33081285444234537,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183867,2025-06-08 23:20:00,21.19,21.23,21.15,21.16,3507.6945,74383.355427,-0.030000000000001137,-0.14157621519585245,0.08000000000000185,0.37753657385560097,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183869,2025-06-08 23:25:00,21.16,21.2,21.14,21.19,934.3525,19773.127767,0.030000000000001137,0.14177693761815283,0.05999999999999872,0.28355387523628883,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183871,2025-06-08 23:30:00,21.19,21.23,21.17,21.18,588.0833,12461.909353,-0.010000000000001563,-0.04719207173195641,0.05999999999999872,0.28315243039168814,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183873,2025-06-08 23:35:00,21.18,21.18,21.12,21.14,1352.765,28608.543266,-0.03999999999999915,-0.18885741265344264,0.05999999999999872,0.283286118980164,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183875,2025-06-08 23:40:00,21.14,21.14,21.1,21.11,1659.4356,35048.415379,-0.030000000000001137,-0.14191106906339232,0.03999999999999915,0.18921475875117855,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183878,2025-06-08 23:45:00,21.11,21.12,21.03,21.04,1344.5742,28329.170475,-0.07000000000000028,-0.3315963998105177,0.08999999999999986,0.42633822832780605,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183880,2025-06-08 23:50:00,21.04,21.07,21.03,21.07,785.6112,16543.593156,0.030000000000001137,0.1425855513308039,0.03999999999999915,0.1901140684410606,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183882,2025-06-08 23:55:00,21.07,21.07,21.02,21.05,2011.7306,42323.517398,-0.019999999999999574,-0.09492168960607296,0.05000000000000071,0.23730422401519086,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183884,2025-06-09 00:00:00,21.05,21.14,21.03,21.09,1541.1802,32485.112524,0.03999999999999915,0.19002375296911708,0.10999999999999943,0.5225653206650804,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183886,2025-06-09 00:05:00,21.09,21.12,21.01,21.04,2045.2648,43083.485166,-0.05000000000000071,-0.23707918444760887,0.10999999999999943,0.5215742057847295,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183889,2025-06-09 00:10:00,21.04,21.04,20.99,21.02,1167.2812,24533.794218,-0.019999999999999574,-0.0950570342205303,0.05000000000000071,0.23764258555133416,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183891,2025-06-09 00:15:00,21.02,21.07,20.99,20.99,737.5817,15510.146227,-0.030000000000001137,-0.1427212178877314,0.08000000000000185,0.38058991436727807,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183893,2025-06-09 00:20:00,20.99,21.01,20.94,20.94,503.0928,10546.503633,-0.04999999999999716,-0.23820867079560343,0.07000000000000028,0.3334921391138651,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183895,2025-06-09 00:25:00,20.94,21.03,20.92,20.99,384.3201,8062.332707,0.04999999999999716,0.2387774594078183,0.10999999999999943,0.5253104106972275,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183897,2025-06-09 00:30:00,20.99,21.06,20.98,21.02,775.1083,16286.604204,0.030000000000001137,0.14292520247737558,0.0799999999999983,0.38113387327297904,bullish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183899,2025-06-09 00:35:00,21.02,21.07,20.95,20.95,646.5285,13596.995837,-0.07000000000000028,-0.33301617507136194,0.120000000000001,0.5708848715509087,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183901,2025-06-09 00:40:00,20.95,20.97,20.93,20.94,544.01,11397.731211,-0.00999999999999801,-0.04773269689736521,0.03999999999999915,0.19093078758949472,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183903,2025-06-09 00:45:00,20.94,20.95,20.88,20.94,1562.3578,32686.06804,0.0,0.0,0.07000000000000028,0.334288443170966,doji,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183905,2025-06-09 00:50:00,20.94,20.94,20.88,20.93,1012.9903,21183.495099,-0.010000000000001563,-0.047755491881573846,0.060000000000002274,0.2865329512894091,bearish,5m
AVAXUSDT,candle5m,SPOT,2025-06-10 21:25:17.183907,2025-06-09 00:55:00,20.93,20.95,20.92,20.93,746.6387,15629.378908,0.0,0.0,0.029999999999997584,0.14333492594361005,doji,5m
BNBUSDT,candle5m,SPOT,2025-06-10 21:25:12.438743,2025-06-08 20:50:00,654.5,654.6,654.3,654.6,0.1854,121.35722,0.10000000000002274,0.015278838808254046,0.3000000000000682,0.045836516424762136,bullish,5m
BNBUSDT,candle5m,SPOT,2025-06-10 21:25:12.438762,2025-06-08 20:55:00,654.6,654.6,654.2,654.2,0.0358,23.42144,-0.39999999999997726,-0.061106018942862404,0.39999999999997726,0.061106018942862404,bearish,5m
BNBUSDT,candle5m,SPOT,2025-06-10 21:25:12.438767,2025-06-08 21:00:00,654.2,655.6,654.2,655.6,0.6626,433.92616,1.3999999999999773,0.2140018343014334,1.3999999999999773,0.2140018343014334,bullish,5m
BNBUSDT,candle5m,SPOT,2025-06-10 21:25:12.438770,2025-06-08 21:05:00,655.6,656.1,655.6,655.9,102.4233,67192.10924,0.2999999999999545,0.045759609517991844,0.5,0.07626601586333129,bullish,5m
BNBUSDT,candle5m,SPOT,2025-06-10 21:25:12.438773,2025-06-08 21:10:00,655.9,656.1,655.7,655.7,28.4839,18688.06486,-0.1999999999999318,-0.030492453117842936,0.39999999999997726,0.0609849062357032,bearish,5m
