symbol,lastPr,askPr,bidPr,bidSz,askSz,high24h,low24h,ts,change24h,baseVolume,quoteVolume,usdtVolume,openUtc,changeUtc24h,indexPrice,fundingRate,holdingAmount,deliveryStartTime,deliveryTime,deliveryStatus,open24h,markPrice,local_time
CKBUSDT,0.005515,0.005516,0.005512,24489,12239,0.005521,0.005087,1747904951391,0.05672,160883392.0,853192.348584,853192.348584,0.005284,0.04372,0.0055159539146574,0.0001,1259294008,,,,0.005219,0.005516,2025-05-22 09:09:11.391
IDUSDT,0.2201,0.2202,0.22,5398.05,1293.9,0.2204,0.2046,1747904951391,0.06483,1953149.75,415430.334681,415430.334681,0.2114,0.04115,0.2198817703480776,0.0001,10501113.68,,,,0.2067,0.22,2025-05-22 09:09:11.391
JOEUSDT,0.2082,0.2084,0.2081,4158,320.5,0.2095,0.1853,1747904951391,0.10042,1684117.1,333765.82166,333765.82166,0.1941,0.07264,0.2082387255415764,0.0001,7314003.3,,,,0.1892,0.2082,2025-05-22 09:09:11.391
TLMUSDT,0.006243,0.006249,0.006244,80076,12317,0.006244,0.005626,1747904951391,0.09124,82207291.0,483935.290778,483935.290778,0.005899,0.05831,0.0062479225778245,0.0001,97675637,,,,0.005721,0.006246,2025-05-22 09:09:11.391
HOTUSDT,0.001206,0.001209,0.001208,55284,154220,0.00121,0.001127,1747904951391,0.06162,157921980.0,184021.356176,184021.356176,0.001171,0.02989,0.0012067249611261,0.0001,984734757,,,,0.001136,0.001207,2025-05-22 09:09:11.391
CHRUSDT,0.11004,0.1101,0.11002,1000,1484.4,0.11044,0.10133,1747904951391,0.06411,6698178.3,703660.880065,703660.880065,0.10439,0.05412,0.110253162115004,0.0001,9339510.9,,,,0.10341,0.11022,2025-05-22 09:09:11.391
RDNTUSDT,0.02893,0.02891,0.02889,4695,4695,0.02897,0.02604,1747904951391,0.09791,21310158.0,576532.46562,576532.46562,0.02727,0.06087,0.0289103098854247,0.0001,102313958,,,,0.02635,0.02892,2025-05-22 09:09:11.391
ICXUSDT,0.11385,0.1139,0.11383,606,1188,0.11412,0.10459,1747904951391,0.07315,4556122.0,499669.00262,499669.00262,0.11076,0.0279,0.1137986919881362,0.0001,22087304,,,,0.10609,0.11385,2025-05-22 09:09:11.391
ONTUSDT,0.1586,0.1587,0.1586,44714,834.5,0.1586,0.1471,1747904951391,0.06016,1510189.5,230374.42624,230374.42624,0.1532,0.03525,0.1587333635456448,0.0001,7622459.5,,,,0.1496,0.1586,2025-05-22 09:09:11.391
NKNUSDT,0.03765,0.03766,0.03764,2028,4014,0.03798,0.0352,1747904951391,0.05168,13328894.0,492271.16134,492271.16134,0.03669,0.02617,0.0376910974979827,5e-05,31775014,,,,0.0358,0.03768,2025-05-22 09:09:11.391
ARPAUSDT,0.02671,0.02671,0.0267,7458,4958,0.02671,0.02487,1747904951391,0.06118,3864787.0,99618.3283,99618.3283,0.02577,0.03648,0.0267138288088061,0.0001,22914183,,,,0.02517,0.02671,2025-05-22 09:09:11.391
SFPUSDT,0.5537,0.5537,0.5536,148.9,113.8,0.5576,0.5232,1747904951391,0.03592,1386487.3,751363.76174,751363.76174,0.5465,0.01317,0.5536882134683939,0.0001,1160292.8,,,,0.5345,0.5537,2025-05-22 09:09:11.391
CTSIUSDT,0.07837,0.0784,0.07831,4000,1162,0.07849,0.0712,1747904951391,0.09135,7714346.0,574307.63567,574307.63567,0.07446,0.05251,0.0783971330403272,0.0001,3743895,,,,0.07181,0.0784,2025-05-22 09:09:11.391
SKLUSDT,0.0255,0.02549,0.02547,2585,5891,0.02553,0.02317,1747904951391,0.08696,9041163.0,219227.70883,219227.70883,0.02417,0.05503,0.0254891056328014,0.0001,38109957,,,,0.02346,0.02549,2025-05-22 09:09:11.391
RVNUSDT,0.01324,0.01324,0.01323,7741,7599,0.01325,0.0122,1747904951391,0.07293,13914537.0,176562.02355,176562.02355,0.01272,0.04088,0.0132390359114629,0.0001,116607726,,,,0.01234,0.01324,2025-05-22 09:09:11.391
CELRUSDT,0.010828,0.010828,0.010821,59850,42010,0.010852,0.009761,1747904951391,0.07645,42846977.0,439476.321094,439476.321094,0.010283,0.053,0.0108125195998338,0.0001,47524499,,,,0.010059,0.010821,2025-05-22 09:09:11.391
FLOKIUSDT,0.00010757,0.0001076,0.00010756,1212500,5695625,0.00010822,9.638e-05,1747904951391,0.106,39726426371.0,4048867.44683623,4048867.44683623,0.00010195,0.05513,0.0001075496311469,0.0001,70962931874,,,,0.00009726,0.00010757,2025-05-22 09:09:11.391
SPELLUSDT,0.00064,0.0006404,0.00064,459208,103126,0.0006417,0.0006059,1747904951391,0.04319,546337229.0,341422.1387869,341422.1387869,0.0006236,0.0263,0.0006405663911323,0.0001,3329167678,,,,0.0006135,0.0006402,2025-05-22 09:09:11.391
SUIUSDT,4.1773,4.1774,4.1773,539.3,1265.1,4.1999,3.8074,1747904951391,0.09431,36783514.5,145957134.23836,145957134.23836,3.9299,0.06336,4.1764744762818271,0.000149,72164301.9,,,,3.8173,4.1789,2025-05-22 09:09:11.391
PEPEUSDT,1.46539e-05,1.46504e-05,1.46503e-05,342480000,70407000,1.48101e-05,1.28039e-05,1747904951391,0.09335,16858092434455.0,232920723.16138104,232920723.16138104,0.0000136529,0.07332,0.0000146476459064,0.000423,9258246758910,,,,0.0000134027,0.0000146601,2025-05-22 09:09:11.391
IOTXUSDT,0.02183,0.02183,0.02181,2973,39461,0.02188,0.02034,1747904951391,0.0445,14252576.0,301359.17291,301359.17291,0.02102,0.03853,0.0217788654363253,0.0001,1121946591,,,,0.0209,0.02183,2025-05-22 09:09:11.391
CTKUSDT,0.3735,0.3738,0.3732,307,158,0.3746,0.3434,1747904951391,0.07761,932050.0,333700.1473,333700.1473,0.3585,0.04184,0.3752038219536717,-0.001066,756072,,,,0.3466,0.3736,2025-05-22 09:09:11.391
UMAUSDT,1.288,1.29,1.289,203.9,320.6,1.288,1.186,1747904951391,0.08326,218731.5,273295.5118,273295.5118,1.233,0.04461,1.2886603694198786,5e-05,539392.4,,,,1.189,1.289,2025-05-22 09:09:11.391
TURBOUSDT,0.005801,0.005803,0.005801,11530,31729,0.005829,0.005286,1747904951391,0.07745,1297057676.0,7135382.516454,7135382.516454,0.005488,0.05703,0.0057980870452533,5e-05,2284196292,,,,0.005384,0.005801,2025-05-22 09:09:11.391
BSVUSDT,38.86,38.86,38.85,27.61,59.92,40.65,35.14,1747904951391,0.09372,69266.17,2696811.2678,2696811.2678,36.98,0.04976,38.8536544298662453,5e-05,81792.09,,,,35.53,38.86,2025-05-22 09:09:11.391
TONUSDT,3.1896,3.1878,3.1876,156.1,618.6,3.2019,3.0169,1747904951391,0.04928,1574603.2,4889779.72083,4889779.72083,3.0928,0.0313,3.1869204167825268,5e-05,9477635.9,,,,3.0398,3.1884,2025-05-22 09:09:11.391
GTCUSDT,0.3198,0.321,0.3201,200,211,0.321,0.2926,1747904951391,0.08813,1570973.6,479307.69667,479307.69667,0.3073,0.04068,0.3206633939196064,0.0001,925658.6,,,,0.2939,0.3199,2025-05-22 09:09:11.391
DENTUSDT,0.000902,0.000902,0.0009012,23115,1024703,0.0009061,0.0008112,1747904951391,0.09148,857110016.0,733096.7989444,733096.7989444,0.0008504,0.06068,0.0009018653132195,0.0001,847182806,,,,0.0008264,0.0009019,2025-05-22 09:09:11.391
ZENUSDT,10.282,10.285,10.275,12.2,6.8,10.367,9.319,1747904951391,0.08483,121380.9,1208531.3736,1208531.3736,9.785,0.05079,10.2822728083847036,0.0001,353608.6,,,,9.478,10.283,2025-05-22 09:09:11.391
PHBUSDT,0.649,0.649,0.6489,1175,17535.8,0.6503,0.5892,1747904951391,0.08947,1222364.4,762362.86329,762362.86329,0.615,0.05528,0.6497807715276668,0.0001,2049199.3,,,,0.5957,0.6498,2025-05-22 09:09:11.391
ORDIUSDT,11.062,11.05,11.045,50,126.4,11.323,9.67,1747904951391,0.13959,927072.41,9821242.77171,9821242.77171,10.434,0.06019,11.0415841471823348,5e-05,2305750.51,,,,9.707,11.052,2025-05-22 09:09:11.391
1000BONKUSDT,0.022309,0.02231,0.022303,5794,5794,0.022497,0.019744,1747904951391,0.12286,604887325.0,12676427.855726,12676427.855726,0.020583,0.08386,0.0223012517758218,5e-05,742312049,,,,0.019868,0.022307,2025-05-22 09:09:11.391
LEVERUSDT,0.0005799,0.0005798,0.0005797,1385521,193367,0.0005801,0.0005422,1747904951391,0.05226,1134069045.0,637036.3806201,637036.3806201,0.0005599,0.03572,0.0005798979196369,0.0001,1672919067,,,,0.0005511,0.0005799,2025-05-22 09:09:11.391
USTCUSDT,0.01345,0.01345,0.01343,9812,4009,0.01349,0.01267,1747904951391,0.04425,15218705.0,199236.09993,199236.09993,0.01303,0.03223,0.0134460624913146,5e-05,51182588,,,,0.01288,0.01345,2025-05-22 09:09:11.391
RADUSDT,0.8083,0.8087,0.8067,78.5,77.6,0.809,0.7758,1747904951391,0.02942,767332.4,605824.30776,605824.30776,0.7874,0.02654,0.8075988156164522,0.0001,832251.8,,,,0.7852,0.8083,2025-05-22 09:09:11.391
QNTUSDT,99.96,99.97,99.93,1.28,0.63,100.91,95.77,1747904951391,0.04038,8370.16,826829.7011,826829.7011,98.11,0.01886,99.9235767361064839,0.0001,51447.77,,,,96.08,99.96,2025-05-22 09:09:11.391
MAVUSDT,0.07364,0.0737,0.07362,157.9,924.23,0.07386,0.06652,1747904951391,0.08887,6283257.33,439383.8321436,439383.8321436,0.06991,0.05335,0.0737331945889294,0.0001,12296886.3,,,,0.06763,0.07371,2025-05-22 09:09:11.391
XVGUSDT,0.007705,0.00771,0.007702,8897,9122,0.007733,0.006862,1747904951391,0.09539,183598189.0,1315517.049622,1315517.049622,0.007118,0.08247,0.007703,0.0001,241445668,,,,0.007034,0.007705,2025-05-22 09:09:11.391
1000XECUSDT,0.02389,0.02395,0.02393,7709,6198,0.02402,0.02221,1747904951391,0.06604,13458260.0,314891.32899,314891.32899,0.02317,0.03107,0.023938657183027,0.0001,35822529,,,,0.02241,0.02394,2025-05-22 09:09:11.391
AGLDUSDT,0.978,0.9775,0.9773,67,205.9,0.978,0.9165,1747904951391,0.05365,685674.3,651289.28565,651289.28565,0.9487,0.03088,0.9782960212657225,0.0001,2669486.7,,,,0.9282,0.978,2025-05-22 09:09:11.391
WLDUSDT,1.2782,1.2783,1.278,2357,578,1.2888,1.0999,1747904951391,0.15081,16271824.0,19457450.0527,19457450.0527,1.1925,0.07187,1.2776950644191593,0.0001,34583323,,,,1.1107,1.2782,2025-05-22 09:09:11.391
PENDLEUSDT,4.629,4.6209,4.619,4540,69,4.72,4.2371,1747904951391,0.04887,991382.0,4418649.9743,4418649.9743,4.3653,0.06041,4.6221719624945045,0.0001,1404004,,,,4.4133,4.6226,2025-05-22 09:09:11.391
ARKMUSDT,0.7257,0.7253,0.725,243,243,0.7294,0.6565,1747904951391,0.06564,5463442.0,3757281.0369,3757281.0369,0.681,0.06564,0.7258049397080788,0.0001,9796662,,,,0.681,0.7257,2025-05-22 09:09:11.391
CVXUSDT,3.638,3.639,3.636,18.75,37.23,3.668,3.284,1747904951391,0.06686,177393.26,617478.80835,617478.80835,3.419,0.06405,3.6354609159643214,5e-05,584045.07,,,,3.41,3.638,2025-05-22 09:09:11.391
YGGUSDT,0.2273,0.2273,0.2271,2143,6804,0.2274,0.2044,1747904951391,0.086,1189511.8,255849.77625,255849.77625,0.2147,0.05869,0.227258486518238,5e-05,4497712.1,,,,0.2093,0.2273,2025-05-22 09:09:11.391
OGNUSDT,0.07057,0.0706,0.07055,900,1836,0.07062,0.06365,1747904951391,0.08636,11505450.0,770753.07128,770753.07128,0.06669,0.05818,0.0707059220439871,-0.000305,37525129,,,,0.06496,0.07058,2025-05-22 09:09:11.391
LPTUSDT,5.851,5.849,5.848,117.9,11.8,5.855,5.305,1747904951391,0.09713,90760.2,506552.2382,506552.2382,5.572,0.05007,5.8591371377426263,5e-05,662963.2,,,,5.333,5.851,2025-05-22 09:09:11.391
BNTUSDT,0.7577,0.7582,0.7568,54,52,0.7633,0.6879,1747904951391,0.07506,486169.0,351957.4538,351957.4538,0.7133,0.06225,0.7579387895765915,0.0001,616346,,,,0.7048,0.7577,2025-05-22 09:09:11.391
SEIUSDT,0.24391,0.24391,0.2438,4100,1603,0.24413,0.22092,1747904951391,0.0985,21457578.0,4948714.76283,4948714.76283,0.23053,0.05804,0.2435979156077636,0.000253,173808612,,,,0.22204,0.24391,2025-05-22 09:09:11.391
CYBERUSDT,1.4249,1.4255,1.4233,47.8,47.8,1.4253,1.2813,1747904951391,0.0965,1054093.6,1409813.76766,1409813.76766,1.3407,0.0628,1.4231277996530778,5e-05,804841,,,,1.2995,1.4235,2025-05-22 09:09:11.391
BAKEUSDT,0.1422,0.1424,0.1423,979.2,2975.4,0.143,0.1287,1747904951391,0.09217,14340337.4,1919470.8197,1919470.8197,0.1313,0.08302,0.1425999443310313,5e-05,8849928.7,,,,0.1302,0.1424,2025-05-22 09:09:11.391
BIGTIMEUSDT,0.07885,0.07887,0.07883,161043,4000,0.07889,0.07255,1747904951391,0.07807,18193106.0,1376332.19565,1376332.19565,0.07559,0.04313,0.0788241951681728,5e-05,86793926,,,,0.07314,0.07883,2025-05-22 09:09:11.391
WAXPUSDT,0.02526,0.02526,0.02525,5246,5245,0.02528,0.02374,1747904951391,0.05868,5682380.0,138541.39213,138541.39213,0.02451,0.0306,0.0252611390746785,5e-05,32496807,,,,0.02386,0.02526,2025-05-22 09:09:11.391
POLYXUSDT,0.1779,0.178,0.1778,3709,765,0.1781,0.1649,1747904951391,0.06911,1713905.0,293700.9916,293700.9916,0.1727,0.03011,0.1779643899479527,5e-05,14502406,,,,0.1664,0.1779,2025-05-22 09:09:11.391
TIAUSDT,2.7969,2.7967,2.7954,1459.6,47.5,2.801,2.5584,1747904951391,0.0766,2658249.7,7077391.61181,7077391.61181,2.6468,0.05671,2.7943242278829234,0.000248,15061928.7,,,,2.5979,2.7969,2025-05-22 09:09:11.391
MEMEUSDT,0.00256,0.002555,0.002554,36399,342299,0.002571,0.002264,1747904951391,0.12925,570938778.0,1392785.237083,1392785.237083,0.002397,0.068,0.0025540468958449,5e-05,1007355540,,,,0.002267,0.002556,2025-05-22 09:09:11.391
PYTHUSDT,0.1374,0.1373,0.1372,942,38910,0.138,0.1258,1747904951391,0.07596,45292469.0,5929426.5632,5929426.5632,0.132,0.04091,0.1370960695162656,5e-05,112213274,,,,0.1277,0.1373,2025-05-22 09:09:11.391
JTOUSDT,2.0965,2.0936,2.0932,668,28,2.0982,1.9692,1747904951391,0.05405,801715.0,1629543.0137,1629543.0137,2.0257,0.03495,2.0971532554125655,5e-05,1270685,,,,1.989,2.0959,2025-05-22 09:09:11.391
1000SATSUSDT,5.74e-05,5.75e-05,5.74e-05,14691422,812246502,6.23e-05,5.02e-05,1747904951391,0.13439,82539019328.0,4680554.1137506,4680554.1137506,0.0000578,-0.00692,0.0000573791486692,5e-05,85158583322,,,,0.0000506,0.0000574,2025-05-22 09:09:11.391
1000RATSUSDT,0.02595,0.02594,0.02591,7435,7524,0.02647,0.02366,1747904951391,0.09494,82634774.0,2072389.84208,2072389.84208,0.02494,0.0405,0.0259430735862053,5e-05,382080608,,,,0.0237,0.02594,2025-05-22 09:09:11.391
ACEUSDT,0.7181,0.7183,0.7176,96.75,96.75,0.7193,0.6501,1747904951391,0.093,830180.47,566920.155906,566920.155906,0.684,0.04985,0.7175912339735923,5e-05,1096812.26,,,,0.657,0.7179,2025-05-22 09:09:11.391
XAIUSDT,0.08868,0.08866,0.08862,5639,1497,0.08882,0.07807,1747904951391,0.12896,26240862.0,2174571.88655,2174571.88655,0.08297,0.06882,0.0887062035821904,5e-05,48532273,,,,0.07855,0.08871,2025-05-22 09:09:11.391
MANTAUSDT,0.3204,0.3203,0.3201,1221.1,445.5,0.3246,0.2693,1747904951391,0.17794,4248655.9,1261788.58488,1261788.58488,0.2919,0.09764,0.32060595342425,5e-05,6793148.4,,,,0.272,0.3204,2025-05-22 09:09:11.391
ALTUSDT,0.03635,0.03638,0.03635,1911,1911,0.03649,0.03293,1747904951391,0.08605,18299772.0,632782.88144,632782.88144,0.0347,0.04755,0.036347733927365,5e-05,38429075,,,,0.03347,0.03635,2025-05-22 09:09:11.391
JUPUSDT,0.5501,0.5501,0.55,6176,656,0.5511,0.5027,1747904951391,0.06156,8900957.0,4688974.0504,4688974.0504,0.5187,0.06054,0.5504125031912943,5e-05,33799071,,,,0.5182,0.5504,2025-05-22 09:09:11.391
ZETAUSDT,0.2708,0.2707,0.2706,9232,1335,0.2711,0.2527,1747904951391,0.06824,3194448.0,833013.7881,833013.7881,0.2615,0.03556,0.2708919345937554,5e-05,10292444,,,,0.2535,0.2708,2025-05-22 09:09:11.391
STRKUSDT,0.1735,0.1736,0.1735,40190.1,59538.9,0.1747,0.1499,1747904951391,0.14749,16820624.5,2641289.28771,2641289.28771,0.1566,0.10792,0.1736564748673536,5e-05,45211666.9,,,,0.1512,0.1737,2025-05-22 09:09:11.391
PIXELUSDT,0.05811,0.05806,0.05803,10011,14215,0.05852,0.0497,1747904951391,0.16104,27444229.0,1478171.21273,1478171.21273,0.05323,0.09168,0.0580851836520997,5e-05,23449856,,,,0.05005,0.05809,2025-05-22 09:09:11.391
DYMUSDT,0.4041,0.4045,0.404,1175,2500.5,0.4047,0.3585,1747904951391,0.10803,1319536.5,497266.4971,497266.4971,0.3768,0.07245,0.4034742569989543,5e-05,12407204.1,,,,0.3647,0.4037,2025-05-22 09:09:11.391
WIFUSDT,1.1772,1.1772,1.1771,178,2065.1,1.19,0.9607,1747904951391,0.22104,59377778.6,65781138.37982,65781138.37982,1.115,0.05578,1.1779644933513708,5e-05,49501824.2,,,,0.9641,1.178,2025-05-22 09:09:11.391
AXLUSDT,0.3923,0.3922,0.3919,593,852,0.3933,0.3618,1747904951391,0.05231,1146095.0,434516.463,434516.463,0.3761,0.04307,0.3918750732840193,5e-05,13306188,,,,0.3728,0.392,2025-05-22 09:09:11.391
BEAMUSDT,0.008158,0.008163,0.008152,8184,8149,0.008189,0.007592,1747904951391,0.04697,160820369.0,1267070.046272,1267070.046272,0.007789,0.04737,0.008143237714223,5e-05,861372724,,,,0.007792,0.008156,2025-05-22 09:09:11.391
BOMEUSDT,0.002549,0.002545,0.002544,226937,50987,0.002565,0.002176,1747904951391,0.16606,1046408009.0,2493942.497362,2493942.497362,0.002337,0.09071,0.0025462386116395,5e-05,3133513090,,,,0.002186,0.002547,2025-05-22 09:09:11.391
METISUSDT,21.56,21.56,21.55,3.12,3.12,21.56,19.47,1747904951392,0.10734,12423.9,252376.0953,252376.0953,20.19,0.06786,21.5527508781719954,5e-05,78788.43,,,,19.47,21.56,2025-05-22 09:09:11.392
NFPUSDT,0.0948,0.09471,0.09461,531.1,745,0.09444,0.0843,1747904951392,0.11176,4700766.3,418455.646899,418455.646899,0.08916,0.05877,0.0946090492230871,5e-05,3054184.6,,,,0.08527,0.09461,2025-05-22 09:09:11.392
VANRYUSDT,0.04077,0.04078,0.04076,4890,1991,0.04116,0.03598,1747904951392,0.12438,71381004.0,2734406.4384,2734406.4384,0.03792,0.07516,0.0408310354894582,5e-05,110451039,,,,0.03626,0.04083,2025-05-22 09:09:11.392
AEVOUSDT,0.1343,0.1343,0.1342,35894.3,33734.7,0.1343,0.1187,1747904951392,0.11917,2598579.6,326652.40619,326652.40619,0.1246,0.07785,0.1341063950685862,5e-05,12245685.8,,,,0.12,0.1342,2025-05-22 09:09:11.392
ETHFIUSDT,1.4069,1.4066,1.4056,504.2,267.3,1.4265,1.2506,1747904951392,0.07908,6062974.8,8140275.2564,8140275.2564,1.3309,0.0571,1.4071653377364055,5e-05,11172369.6,,,,1.3038,1.4072,2025-05-22 09:09:11.392
OMUSDT,0.42174,0.42177,0.42164,781.1,1000,0.439,0.40351,1747904951392,-0.02594,20619884.7,8676646.822796,8676646.822796,0.41208,0.02344,0.4214221434938085,5e-05,51534454.3,,,,0.43297,0.42174,2025-05-22 09:09:11.392
ONDOUSDT,1.0136,1.0136,1.0135,1037,9652.8,1.0202,0.9314,1747904951392,0.08117,39118719.3,38056022.19175,38056022.19175,0.9759,0.03873,1.0125677425226529,0.000272,163162753.5,,,,0.9375,1.0136,2025-05-22 09:09:11.392
CAKEUSDT,2.4921,2.4919,2.4909,50,27.1,2.5472,2.3272,1747904951392,0.06191,688771.6,1666518.43168,1666518.43168,2.378,0.04798,2.4907023440066514,5e-05,3412121.1,,,,2.3468,2.4921,2025-05-22 09:09:11.392
PORTALUSDT,0.06962,0.06965,0.06958,4546.9,18428.2,0.07095,0.06481,1747904951392,0.06567,34179208.7,2317165.002108,2317165.002108,0.06744,0.03233,0.0694363397612479,0.000354,79669620.8,,,,0.06533,0.06959,2025-05-22 09:09:11.392
NTRNUSDT,0.1375,0.1376,0.1375,1061,497,0.1415,0.1237,1747904951392,0.09912,2361124.0,313860.1851,313860.1851,0.1382,-0.00507,0.1375613464367701,5e-05,4591566,,,,0.1251,0.1376,2025-05-22 09:09:11.392
KASUSDT,0.11806,0.11808,0.11806,22949,423,0.11821,0.10944,1747904951392,0.06987,70057767.0,7936588.33634,7936588.33634,0.11281,0.04654,0.1178215087245046,0.000586,666985576,,,,0.11035,0.11804,2025-05-22 09:09:11.392
AIUSDT,0.19612,0.19608,0.19592,556,73,0.19631,0.174,1747904951392,0.10515,7288737.0,1339160.92453,1339160.92453,0.18092,0.08402,0.195929262547035,5e-05,8312675,,,,0.17746,0.19604,2025-05-22 09:09:11.392
ENAUSDT,0.4172,0.4173,0.4172,275,779,0.4201,0.3765,1747904951392,0.09616,72108249.0,28916632.1962,28916632.1962,0.3958,0.05407,0.4174644594952485,5e-05,132073290,,,,0.3806,0.4175,2025-05-22 09:09:11.392
WUSDT,0.10702,0.10697,0.10691,2525.4,9692.4,0.10759,0.09441,1747904951392,0.12499,18524916.4,1850812.68402,1850812.68402,0.0984,0.0876,0.106930530546735,5e-05,65750312.8,,,,0.09513,0.10702,2025-05-22 09:09:11.392
CVCUSDT,0.14874,0.14869,0.14853,5006,466,0.15277,0.13281,1747904951392,0.117,11175375.0,1636763.22817,1636763.22817,0.14955,-0.00542,0.1487587582520031,5e-05,5744444,,,,0.13316,0.14874,2025-05-22 09:09:11.392
TNSRUSDT,0.1699,0.1699,0.1698,16186.8,827.7,0.1699,0.1524,1747904951392,0.1011,1386047.4,219753.22547,219753.22547,0.1593,0.06654,0.1699981885201953,5e-05,6263016.3,,,,0.1543,0.1699,2025-05-22 09:09:11.392
SAGAUSDT,0.3652,0.3648,0.3646,789.4,1044.9,0.368,0.3195,1747904951392,0.1324,5221928.6,1778848.20193,1778848.20193,0.3369,0.084,0.3647407267502193,5e-05,7484588.6,,,,0.3225,0.3648,2025-05-22 09:09:11.392
TAOUSDT,471.49,471.36,471.28,0.284,0.293,475.8,411.26,1747904951392,0.13497,80747.478,35575798.51592,35575798.51592,449.95,0.04787,471.2561484060191639,5e-05,154731.061,,,,415.42,471.45,2025-05-22 09:09:11.392
RAYUSDT,3.4343,3.4357,3.434,258,835.1,3.4392,3.1509,1747904951392,0.07726,1092308.9,3594375.58421,3594375.58421,3.2784,0.04755,3.4307240833588691,5e-05,3512004,,,,3.188,3.4343,2025-05-22 09:09:11.392
ATAUSDT,0.05735,0.05737,0.05733,1792,3900,0.0575,0.05271,1747904951392,0.00897,15993584.0,889376.44653,889376.44653,0.0556,0.03147,0.0572546459190675,0.0001,17958851,,,,0.05684,0.05734,2025-05-22 09:09:11.392
SUPERUSDT,0.8818,0.8819,0.8813,788,228,0.8851,0.8069,1747904951392,0.07839,1003071.0,843046.6093,843046.6093,0.8371,0.0534,0.8810487963119985,5e-05,2899554,,,,0.8177,0.8812,2025-05-22 09:09:11.392
ONGUSDT,0.217,0.2171,0.217,592,292,0.2178,0.2042,1747904951392,0.04629,624884.0,131441.3726,131441.3726,0.2107,0.0299,0.2171331549172617,5e-05,2678986,,,,0.2074,0.217,2025-05-22 09:09:11.392
OMNI1USDT,2.876,2.88,2.876,109.09,238.64,2.893,2.555,1747904951392,0.10107,275585.63,751647.71274,751647.71274,2.711,0.06086,2.8786345806497579,5e-05,238829.6,,,,2.612,2.878,2025-05-22 09:09:11.392
LSKUSDT,0.5508,0.551,0.5506,121,117,0.5515,0.5157,1747904951392,0.0574,1042567.0,557139.0185,557139.0185,0.5354,0.02876,0.5509308295313979,5e-05,1288239,,,,0.5209,0.5508,2025-05-22 09:09:11.392
GLMUSDT,0.2762,0.2762,0.276,3455,4384,0.2762,0.2615,1747904951392,0.05059,1691050.0,454622.1516,454622.1516,0.2674,0.03291,0.2762073055001587,5e-05,3484874,,,,0.2629,0.2762,2025-05-22 09:09:11.392
REZUSDT,0.01597,0.01597,0.01595,114690,247148,0.016,0.01436,1747904951392,0.09609,121673942.0,1827506.26829,1827506.26829,0.01495,0.06823,0.0159594150841005,5e-05,210533001,,,,0.01457,0.01596,2025-05-22 09:09:11.392
XVSUSDT,6.98,6.984,6.975,28.9,61.9,7.28,6.317,1747904951392,0.08892,708516.5,4905921.7359,4905921.7359,6.515,0.07137,6.9865454355911613,0.0001,102106.2,,,,6.41,6.985,2025-05-22 09:09:11.392
MOVRUSDT,7.67,7.678,7.666,6.49,6.49,7.685,7.079,1747904951392,0.07228,132334.27,970453.19127,970453.19127,7.334,0.04581,7.6805189832819678,5e-05,152739.69,,,,7.153,7.676,2025-05-22 09:09:11.392
BBUSDT,0.18801,0.18777,0.18767,1064,76,0.19358,0.17107,1747904951392,0.08501,20990553.0,3791797.15153,3791797.15153,0.1793,0.04858,0.1878779523805962,5e-05,10045157,,,,0.17328,0.18791,2025-05-22 09:09:11.392
NOTUSDT,0.003014,0.003013,0.003012,60710,62870,0.003027,0.002732,1747904951392,0.0976,1408843520.0,4027056.69113,4027056.69113,0.002842,0.06052,0.0030142882295415,5e-05,2410172988,,,,0.002746,0.003014,2025-05-22 09:09:11.392
BICOUSDT,0.1293,0.1292,0.1291,7184,513,0.1294,0.1167,1747904951392,0.08747,4032232.0,494783.2839,494783.2839,0.121,0.0686,0.1290697703204304,0.0001,3830476,,,,0.1189,0.1292,2025-05-22 09:09:11.392
HIFIUSDT,0.1212,0.1211,0.121,11356,5402,0.1217,0.1099,1747904951392,0.09683,39032367.0,4568512.1703,4568512.1703,0.1145,0.05852,0.1210931903378498,5e-05,37777260,,,,0.1105,0.1212,2025-05-22 09:09:11.392
IOUSDT,1.099,1.097,1.096,140,592,1.1005,0.9629,1747904951392,0.13206,8227018.0,8416248.5073,8416248.5073,1.0094,0.08877,1.0991847353169865,5e-05,8518351,,,,0.9708,1.099,2025-05-22 09:09:11.392
TAIKOUSDT,0.7682,0.7684,0.7682,14,171,0.7824,0.7257,1747904951392,0.04574,4148664.0,3135512.73,3135512.73,0.7433,0.0339,0.7695183275065063,0.0001,3106865,,,,0.7346,0.7684,2025-05-22 09:09:11.392
BRETTUSDT,0.07721,0.07726,0.07719,47880,59820,0.07779,0.06591,1747904951392,0.15914,549880730.0,39370374.7406,39370374.7406,0.07144,0.08203,0.0772290143496751,5e-05,450982273,,,,0.06661,0.0773,2025-05-22 09:09:11.392
ATHUSDT,0.05241,0.05241,0.05239,5000,4340,0.05347,0.04855,1747904951392,0.0709,70736470.0,3621383.971,3621383.971,0.05086,0.03048,0.052395822916411,5e-05,226469150,,,,0.04894,0.0524,2025-05-22 09:09:11.392
ZKUSDT,0.07086,0.0709,0.07082,6924,14848,0.07119,0.06483,1747904951392,0.07039,36531036.0,2465118.60476,2465118.60476,0.06799,0.04221,0.0708880469461822,5e-05,59428178,,,,0.0662,0.07089,2025-05-22 09:09:11.392
